"","Subject","Group","fea_f0","fea_full","fea_tbr","hap_f0","hap_full","hap_tbr","ple_f0","ple_full","ple_tbr","sad_f0","sad_full","sad_tbr"
"103","a617a0f5","A",0.5,0.727272727272727,0.473684210526316,0.84,0.80952380952381,0.290322580645161,0.517241379310345,0.888888888888889,0.363636363636364,0.758620689655172,0.636363636363636,0.333333333333333
"104","a6c585d3","A",0.5,0.740740740740741,0.380952380952381,0.727272727272727,1,0,0.166666666666667,0.37037037037037,0,0.947368421052632,1,0.923076923076923
"105","a759bf90","M",0.541666666666667,0.708333333333333,0.375,0.583333333333333,0.791666666666667,0.166666666666667,0.541666666666667,0.791666666666667,0.333333333333333,0.708333333333333,0.75,0.666666666666667
"106","a80befde","A",0.689655172413793,0.739130434782609,0.275862068965517,0.84,0.958333333333333,0.166666666666667,0.541666666666667,0.85,0.48,0.636363636363636,0.772727272727273,0.653846153846154
"107","a83a560b","A",0.555555555555556,0.75,0.608695652173913,0.916666666666667,1,0.592592592592593,0.315789473684211,0.62962962962963,0.19047619047619,0.766666666666667,0.909090909090909,0.428571428571429
"108","a9c2b21f","A",0.44,0.586206896551724,0.166666666666667,0.91304347826087,1,0.78125,0.615384615384615,0.882352941176471,0.555555555555556,0.695652173913043,0.727272727272727,0.2
"109","ac31d7f9","A",0.521739130434783,0.923076923076923,0.590909090909091,0.695652173913043,0.931034482758621,0.227272727272727,0.36,0.444444444444444,0.346153846153846,0.72,0.851851851851852,0.636363636363636
"110","aca0bd2a","M",0.625,0.791666666666667,0.333333333333333,0.916666666666667,0.916666666666667,0.333333333333333,0.541666666666667,0.75,0.416666666666667,0.625,0.541666666666667,0.375
"111","ad5fe97f","A",0.5,0.576923076923077,0.181818181818182,0.925925925925926,0.869565217391304,0.466666666666667,0.571428571428571,0.8125,0.333333333333333,0.64,0.476190476190476,0.48
"112","aecbc5c2","A",0.517241379310345,0.363636363636364,0.666666666666667,0.208333333333333,0.761904761904762,0.310344827586207,0.2,0.111111111111111,0.08,0.222222222222222,0.384615384615385,0.25
"113","af81b846","A",0.65,0.714285714285714,0.72,0.851851851851852,1,0.32,0.565217391304348,0.842105263157895,0.689655172413793,0.652173913043478,0.736842105263158,0.2
"114","afaf9330","A",0.375,0.666666666666667,0.4375,0.5,0.736842105263158,0.181818181818182,0.692307692307692,0.757575757575758,0.566666666666667,0.636363636363636,0.888888888888889,0.523809523809524
"115","affea6fc","A",0.428571428571429,0.6,0.208333333333333,0.631578947368421,0.777777777777778,0.15,0.67741935483871,0.5,0.461538461538462,0.545454545454545,0.814814814814815,0.785714285714286
"116","b0ae6cfa","A",0.379310344827586,0.5,0.258064516129032,0.9375,0.9,0.681818181818182,0.259259259259259,0.608695652173913,0.0714285714285714,0.625,0.727272727272727,0.5
"117","b1050cbb","M",0.416666666666667,0.583333333333333,0.25,1,1,0.625,0.375,0.583333333333333,0.25,0.791666666666667,0.916666666666667,0.666666666666667
"118","b2a5db19","A",0.523809523809524,0.421052631578947,0.473684210526316,0.80952380952381,0.827586206896552,0.85,0.263157894736842,0.545454545454545,0.291666666666667,0.8,0.615384615384615,0.482758620689655
"119","b61350fc","C",0.333333333333333,0.5,0.125,0.958333333333333,1,0.875,0.333333333333333,0.625,0.375,0.708333333333333,0.791666666666667,0.208333333333333
"120","b6586471","A",0.652173913043478,0.583333333333333,0.233333333333333,0.782608695652174,0.954545454545455,0.481481481481481,0.5,0.65625,0.421052631578947,0.739130434782609,0.909090909090909,0.782608695652174
"121","b778eb4f","A",0.681818181818182,0.608695652173913,0.173913043478261,0.869565217391304,0.956521739130435,0.5,0.434782608695652,0.633333333333333,0.294117647058824,0.818181818181818,0.857142857142857,0.346153846153846
"122","b7d815e5","A",0.545454545454545,0.727272727272727,0.466666666666667,0.740740740740741,0.916666666666667,0.303030303030303,0.68,0.666666666666667,0.407407407407407,0.523809523809524,0.470588235294118,0.421052631578947
"123","bae52251","C",0.583333333333333,0.541666666666667,0.333333333333333,0.875,1,0.541666666666667,0.333333333333333,0.5,0.458333333333333,0.666666666666667,0.625,0.291666666666667
"124","bc79fe8e","C",0.333333333333333,0.541666666666667,0.25,0.458333333333333,0.666666666666667,0.375,0.625,0.458333333333333,0.125,0.5,0.5,0.541666666666667
"125","bd25afd1","C",0.625,0.458333333333333,0.0833333333333333,0.791666666666667,0.958333333333333,0.583333333333333,0.625,0.75,0.541666666666667,0.791666666666667,0.875,0.291666666666667
"126","beac6eba","A",0.80952380952381,0.739130434782609,0.5,0.833333333333333,0.954545454545455,0.625,0.433333333333333,0.619047619047619,0.5,0.473684210526316,0.617647058823529,0.294117647058824
"127","bf63d4b0","A",0.590909090909091,0.681818181818182,0.1,0.866666666666667,0.956521739130435,0.583333333333333,0.363636363636364,0.842105263157895,0.5,0.655172413793103,0.740740740740741,0.576923076923077
"128","bfd763d3","C",0.791666666666667,0.75,0.333333333333333,0.916666666666667,0.958333333333333,0.791666666666667,0.375,0.5,0.208333333333333,0.791666666666667,0.833333333333333,0.541666666666667
"129","c14afca8","M",0.541666666666667,0.625,0.25,0.625,0.791666666666667,0.458333333333333,0.5,0.583333333333333,0.375,0.416666666666667,0.916666666666667,0.333333333333333
"130","c2777d5e","A",0.666666666666667,0.636363636363636,0.526315789473684,0.931034482758621,0.964285714285714,0.19047619047619,0.307692307692308,0.666666666666667,0.458333333333333,0.75,0.740740740740741,0.52
"131","c2b2b585","A",0.476190476190476,0.483870967741935,0.166666666666667,0.882352941176471,1,0.666666666666667,0.476190476190476,0.548387096774194,0.5,0.739130434782609,0.814814814814815,0.304347826086957
